,Prev Close,Moving Average 5,Moving Average 10
353,-0.772591790594172,-0.7726201013847332,-0.7724077215408076
354,-0.772591790594172,-0.7726561292108323,-0.772461811702675
355,-0.7727075538219325,-0.772692160296967,-0.7725223421017731
356,-0.7727718750541638,-0.7727281899486859,-0.7725828724356139
357,-0.7728876311126714,-0.7728234107612528,-0.7726614330844392
358,-0.7730677070999099,-0.77291863157382,-0.7727219638750807
359,-0.7730677070999099,-0.7729546612255389,-0.7727580238524779
360,-0.7728876311126714,-0.7730267190945612,-0.7728121151889756
361,-0.7731320224663889,-0.7730884843794527,-0.7728610550535188
362,-0.773196335877617,-0.773114220273428,-0.7729215858441602
363,-0.773196335877617,-0.773163116894124,-0.7729937070388422
364,-0.7733120938913756,-0.7733329694389538,-0.7730967373915387
365,-0.7737365592770806,-0.7735028200277624,-0.7732177964930464
366,-0.7739809408545443,-0.7736829656783288,-0.7733388568344418
367,-0.7740967092963068,-0.7738759798626892,-0.7734483267065393
368,-0.7741610266180365,-0.7740818624504423,-0.7735758267631072
369,-0.7743411013017745,-0.7742285528341359,-0.7737342354556319
370,-0.7744697222584787,-0.7743201407935254,-0.7738650680690433
371,-0.7744387002500508,-0.7743627143797362,-0.7739765242410782
372,-0.7743094933698713,-0.7743432981298092,-0.7740633984667855
373,-0.7740639836127239,-0.7742516581402528,-0.7741205692925417
374,-0.773883081857918,-0.7741342838215381,-0.7741352400341847
375,-0.773883081857918,-0.7740593109591589,-0.7741435547856967
376,-0.7740639836127239,-0.7740231166104458,-0.7741467471699841
377,-0.7741285929185658,-0.7740722379127893,-0.7741616125739805
378,-0.7743094933698713,-0.7741834053846847,-0.7741713847807394
379,-0.7744387002500508,-0.7742687212965446,-0.7741553416792935
380,-0.7743094933698713,-0.7743436941589237,-0.7741553416792935
381,-0.7744387002500508,-0.7744057400676723,-0.7741682786665263
382,-0.7744387002500508,-0.7744315916277077,-0.7742057976000867
383,-0.7744387002500508,-0.7744057400676723,-0.7742484925423252
384,-0.7743094933698713,-0.7744057400676723,-0.7742911874845634
385,-0.7743094933698713,-0.7743669619452106,-0.7743093005457313
386,-0.7742448860192801,-0.774304916036462,-0.7743093005457313
387,-0.7741285929185658,-0.7742428701277132,-0.7742911876803351
388,-0.7741285929185658,-0.7741937488253695,-0.7742536687467747
389,-0.7740639836127239,-0.7741446275230257,-0.7742290868004469
390,-0.7740639836127239,-0.7740722381735923,-0.7741734548709759
391,-0.773883081857918,-0.7740231166104458,-0.7741178229415047
392,-0.773883081857918,-0.7739739950472991,-0.7740621910120336
393,-0.773883081857918,-0.7739507271306106,-0.7740259650202124
394,-0.7739476898602594,-0.7739507271306106,-0.7740013830738844
395,-0.7740639836127239,-0.7739998486937573,-0.7739897390936483
396,-0.7741285929185658,-0.7740360433032734,-0.7739832700127167
397,-0.7740639836127239,-0.7740722379127893,-0.7739768009317851
398,-0.7740639836127239,-0.7740955058294778,-0.7739768009317851
399,-0.7740639836127239,-0.7740955058294778,-0.7739768009317851
400,-0.7740639836127239,-0.7740955058294778,-0.7740013830086273
401,-0.7741285929185658,-0.7741446271318215,-0.7740440779508656
402,-0.7743094933698713,-0.7742195999942006,-0.7740997098803367
403,-0.7744387002500508,-0.7742687212965446,-0.7741359358721581
404,-0.7743094933698713,-0.7743436941589237,-0.7741734548057185
405,-0.7744387002500508,-0.7744419357203997,-0.774222618176316
406,-0.7746196072188587,-0.7744781308515215,-0.7742653133795833
407,-0.7744903977316783,-0.7744884744226078,-0.7743080085828506
408,-0.7744903977316783,-0.7745246695537295,-0.7743507037861179
409,-0.7744903977316783,-0.774498817993694,-0.7743752857324457
410,-0.7743094933698713,-0.7744626223409667,-0.7744063355850745
411,-0.7744387002500508,-0.7744626223409667,-0.7744244488420142
412,-0.7744903977316783,-0.7744884744226078,-0.7744425623599829
413,-0.7746196072188587,-0.77456086181602,-0.7744969006951422
414,-0.7748521921167867,-0.7746461762934641,-0.7745266579323181
415,-0.7747358977125719,-0.7747056392108728,-0.7745383016515254
416,-0.7747358977125719,-0.7747909549923312,-0.7745809965285065
417,-0.7749168085918814,-0.7748866122584531,-0.7746418038793403
418,-0.7750977051326853,-0.7749615875984593,-0.7747155491310083
419,-0.7752269211373684,-0.7750830979894338,-0.7748190512283086
420,-0.775343210327581,-0.7752046083804083,-0.7749096163383763
421,-0.775343210327581,-0.775240801946713,-0.7749704236892101
422,-0.7750977051326853,-0.7751684119452723,-0.7749820674084174
423,-0.7747358977125719,-0.7750934366052662,-0.7749820674084174
424,-0.7748521921167867,-0.7749590013470838,-0.7749755993716018
425,-0.774671298834734,-0.7748245660889016,-0.774969131334786
