Date,Close
1972-06-14,0.3959181308746338
1972-06-15,0.3947605788707733
1972-06-16,0.3941813707351684
1972-06-19,0.3930238485336303
1972-06-20,0.3930238485336303
1972-06-21,0.3936027884483337
1972-06-22,0.3959181308746338
1972-06-23,0.3982335329055786
1972-06-26,0.3947605788707733
1972-06-27,0.3924451470375061
1972-06-28,0.3918662369251251
1972-06-29,0.3918662369251251
1972-06-30,0.388393372297287
1972-07-03,0.3878147304058075
1972-07-05,0.388393372297287
1972-07-06,0.3924451470375061
1972-07-07,0.3866568207740783
1972-07-10,0.3866568207740783
1972-07-11,0.3895509541034698
1972-07-12,0.3901300132274627
1972-07-13,0.3924451470375061
1972-07-14,0.4063368737697601
1972-07-17,0.4040219783782959
1972-07-18,0.3993914127349853
1972-07-19,0.3947605788707733
1972-07-20,0.3912879228591919
1972-07-21,0.3924451470375061
1972-07-24,0.3930238485336303
1972-07-25,0.3941813707351684
1972-07-26,0.3970758616924286
1972-07-27,0.4098098576068878
1972-07-28,0.4051794409751892
1972-07-31,0.4046007096767425
1972-08-01,0.4086524248123169
1972-08-02,0.4121253192424774
1972-08-03,0.4074945151805877
1972-08-04,0.4074945151805877
1972-08-07,0.4069161117076874
1972-08-08,0.4046007096767425
1972-08-09,0.4051794409751892
1972-08-10,0.4051794409751892
1972-08-11,0.4057582914829254
1972-08-14,0.4080734550952911
1972-08-15,0.4069161117076874
1972-08-16,0.4057582914829254
1972-08-17,0.4063368737697601
1972-08-18,0.4069161117076874
1972-08-21,0.4086524248123169
1972-08-22,0.4086524248123169
1972-08-23,0.4074945151805877
1972-08-24,0.4040219783782959
1972-08-25,0.4040219783782959
1972-08-28,0.4022853076457977
1972-08-29,0.4057582914829254
1972-08-30,0.4028643071651459
1972-08-31,0.3993914127349853
1972-09-01,0.4034548699855804
1972-09-05,0.3993913829326629
1972-09-06,0.3988107442855835
1972-09-07,0.3964890539646148
1972-09-08,0.394166886806488
1972-09-11,0.394166886806488
1972-09-12,0.3930054903030395
1972-09-13,0.3924252688884735
1972-09-14,0.3930054903030395
1972-09-15,0.3854590356349945
1972-09-18,0.3819759786128998
1972-09-19,0.3767514824867248
1972-09-20,0.3755904734134674
1972-09-21,0.376170665025711
1972-09-22,0.3697852790355682
1972-09-25,0.3622386157512665
